2025-03-06 23:23:03.978828,google.com,OFFLINE
2025-03-06 23:23:04.003081,github.com,OFFLINE
2025-03-06 23:23:04.019537,8.8.8.8,OFFLINE
2025-03-06 23:24:41.555766,google.com,OFFLINE
2025-03-06 23:24:41.575774,github.com,OFFLINE
2025-03-06 23:24:41.596598,8.8.8.8,OFFLINE
2025-03-06 23:25:46.240802,http://google.com.br,OFFLINE
2025-03-06 23:25:46.261357,github.com,OFFLINE
2025-03-06 23:25:46.285078,8.8.8.8,OFFLINE
2025-03-06 23:25:54.938436,http://google.com,OFFLINE
2025-03-06 23:25:54.961455,github.com,OFFLINE
2025-03-06 23:25:54.982244,8.8.8.8,OFFLINE
2025-03-06 23:26:01.929243,https://google.com,OFFLINE
2025-03-06 23:26:01.949217,github.com,OFFLINE
2025-03-06 23:26:01.971456,8.8.8.8,OFFLINE
2025-03-06 23:30:31.509942,google.com,OFFLINE
2025-03-06 23:30:31.544405,github.com,OFFLINE
2025-03-06 23:30:31.586144,8.8.8.8,OFFLINE
2025-03-06 23:30:46.486150,google.com,OFFLINE
2025-03-06 23:30:46.505008,github.com,OFFLINE
2025-03-06 23:30:46.520941,8.8.8.8,OFFLINE
2025-03-06 23:30:53.759911,google.com,OFFLINE
2025-03-06 23:30:53.783642,github.com,OFFLINE
2025-03-06 23:30:53.803120,8.8.8.8,OFFLINE
2025-03-06 23:31:16.592055,google.com,OFFLINE
2025-03-06 23:31:16.612823,github.com,OFFLINE
2025-03-06 23:31:16.632073,0.0.0.0,OFFLINE
2025-03-06 23:31:34.050779,google.com,OFFLINE
2025-03-06 23:31:34.069705,github.com,OFFLINE
2025-03-06 23:31:34.089487,8.8.8.8,OFFLINE
2025-03-06 23:32:01.580397,google.com,OFFLINE
2025-03-06 23:32:01.592693,github.com,OFFLINE
2025-03-06 23:32:01.609799,8.8.8.8,OFFLINE
2025-03-06 23:33:44.322186,google.com,OFFLINE
2025-03-06 23:33:44.334245,github.com,OFFLINE
2025-03-06 23:33:44.343904,8.8.8.8,OFFLINE
2025-03-06 23:33:55.901003,google.com,OFFLINE
2025-03-06 23:33:55.910952,github.com,OFFLINE
2025-03-06 23:33:55.922721,8.8.8.8,OFFLINE
2025-03-06 23:34:16.877744,google.com,ONLINE
2025-03-06 23:34:17.022788,github.com,ONLINE
2025-03-06 23:34:17.093438,8.8.8.8,ONLINE
2025-03-06 23:38:19.712653,google.com,ONLINE
2025-03-06 23:38:19.869263,github.com,ONLINE
2025-03-06 23:38:19.943405,8.8.8.8,ONLINE
2025-03-06 23:39:20.046436,google.com,ONLINE
2025-03-06 23:39:20.198347,github.com,ONLINE
2025-03-06 23:39:20.249738,8.8.8.8,ONLINE
2025-03-06 23:40:20.318534,google.com,ONLINE
2025-03-06 23:40:20.445113,github.com,ONLINE
2025-03-06 23:40:20.501188,8.8.8.8,ONLINE
2025-03-06 23:41:20.598970,google.com,ONLINE
2025-03-06 23:41:20.807793,github.com,ONLINE
2025-03-06 23:41:20.863949,8.8.8.8,ONLINE
2025-03-06 23:42:20.933677,google.com,ONLINE
2025-03-06 23:42:21.175321,github.com,ONLINE
2025-03-06 23:42:21.230923,8.8.8.8,ONLINE
2025-03-06 23:43:18.931116,google.com,OFFLINE
2025-03-06 23:43:21.602516,github.com,OFFLINE
2025-03-06 23:43:23.455070,8.8.8.8,OFFLINE
2025-03-06 23:44:25.291895,google.com,OFFLINE
2025-03-06 23:44:27.322030,github.com,OFFLINE
2025-03-06 23:44:29.689960,8.8.8.8,OFFLINE
2025-03-06 23:45:31.926787,google.com,OFFLINE
2025-03-06 23:45:34.274755,github.com,OFFLINE
2025-03-06 23:45:36.486892,8.8.8.8,OFFLINE
2025-03-06 23:45:45.806029,google.com,OFFLINE
2025-03-06 23:45:48.832710,github.com,OFFLINE
2025-03-06 23:45:51.252065,8.8.8.8,OFFLINE
2025-03-06 23:46:11.273744,google.com,OFFLINE
2025-03-06 23:46:14.387688,github.com,OFFLINE
2025-03-06 23:46:22.130422,google.com,OFFLINE
2025-03-06 23:46:24.619119,github.com,OFFLINE
2025-03-06 23:48:13.407945,google.com,OFFLINE
2025-03-06 23:48:16.359133,github.com,OFFLINE
2025-03-06 23:48:18.560263,8.8.8.8,OFFLINE
2025-03-06 23:58:50.483504,google.com,OFFLINE
2025-03-06 23:58:54.448800,github.com,OFFLINE
2025-03-06 23:58:58.407342,8.8.8.8,OFFLINE
2025-03-07 00:00:38.973928,google.com,OFFLINE
2025-03-07 00:00:42.762874,github.com,OFFLINE
2025-03-07 00:02:30.871782,google.com,ONLINE
2025-03-07 00:02:30.992082,github.com,ONLINE
2025-03-07 00:02:31.063626,8.8.8.8,ONLINE
2025-03-07 00:02:56.734607,google.com,OFFLINE
2025-03-07 00:03:00.915415,github.com,OFFLINE
2025-03-07 00:03:04.683675,8.8.8.8,OFFLINE
2025-03-07 00:37:12.260349,google.com,ONLINE
2025-03-07 00:37:12.431861,github.com,ONLINE
2025-03-07 00:37:12.510279,8.8.8.8,ONLINE
2025-03-07 00:38:55.881192,google.com,ONLINE
2025-03-07 00:38:56.022115,github.com,ONLINE
2025-03-07 00:38:56.089714,8.8.8.8,ONLINE
